Column1,Season,Episode,Sentence,Name,Allegiance ,N_serie,N_Season,Emision Date
6409,Season 2,the prince of winterfell,"Thats what the warlock wants He told you so himself If you enter that place, you will never leave again His magic is strong",Jorah Mormont,House Targaryen,18,8,20/05/2012
6410,Season 2,the prince of winterfell,And what of my magic? You saw me step into the fire You watched the witch burn What did the flames do to me? Do you remember?,Daenerys Targaryen,House Targaryen,18,8,20/05/2012
6411,Season 2,the prince of winterfell,"Until my last breath, I will remember After I have forgotten my mothers face",Jorah Mormont,House Targaryen,18,8,20/05/2012
6412,Season 2,the prince of winterfell,They are my children And they are the only children I will ever have Take me to them,Daenerys Targaryen,House Targaryen,18,8,20/05/2012
6413,Season 2,the prince of winterfell,We should bury them,Theon Greyjoy,House Targaryen,18,8,20/05/2012
6414,Season 2,the prince of winterfell,Id leave em up a few more days Sends a message,Dagmer Cleftjaw,House Greyjoy,18,8,20/05/2012
6415,Season 2,the prince of winterfell,"If they havent got the damn message yet, a few more days wont help As you say But it dont hurt to let em rot a while longer",Theon Greyjoy,House Targaryen,18,8,20/05/2012
6416,Season 2,the prince of winterfell,Whats this?,Dagmer Cleftjaw,House Greyjoy,18,8,20/05/2012
6417,Season 2,the prince of winterfell,Gold for the farmer For his trouble,Theon Greyjoy,House Targaryen,18,8,20/05/2012
6418,Season 2,the prince of winterfell,His troubles are done Hes feeding the crops now,Dagmer Cleftjaw,House Greyjoy,18,8,20/05/2012
6419,Season 2,the prince of winterfell,"His wife, too You want to keep a man silent, you silence him",Dagmer Cleftjaw,House Greyjoy,18,8,20/05/2012
6420,Season 2,the prince of winterfell,Got as far as the farm and then doubled back Walked through the stream to throw off the hounds Hoped this would be the last place theyd think to look,Osha,Free Folk,18,8,20/05/2012
6421,Season 2,the prince of winterfell,Youre right so far,Maester Luwin,House Stark,18,8,20/05/2012
6422,Season 2,the prince of winterfell,Who was that out there hung up at the gates?,Osha,Free Folk,18,8,20/05/2012
6423,Season 2,the prince of winterfell,Must have been the farmers boys,Maester Luwin,House Stark,18,8,20/05/2012
6424,Season 2,the prince of winterfell,He killed them and burned them and passed them off as the little lords?,Osha,Free Folk,18,8,20/05/2012
6425,Season 2,the prince of winterfell,They mustnt know Bran would blame himself,Maester Luwin,House Stark,18,8,20/05/2012
6426,Season 2,blackwater,Thats it The tides against us,Matthos Seaworth,House Baratheon,19,9,27/05/2012
6427,Season 2,blackwater,"Aye, but we have the wind Shell blow us straight to the gates",Davos Seaworth,House Baratheon,19,9,27/05/2012
6428,Season 2,blackwater,Youre coming home,Matthos Seaworth,House Baratheon,19,9,27/05/2012
6429,Season 2,blackwater,Kings Landing hasnt been home for 20 years I spent most of my life dodging the royal fleet And now Im sailing right at them,Davos Seaworth,House Baratheon,19,9,27/05/2012
6430,Season 2,blackwater,"This is the royal fleet And youre not a smuggler anymore, youre the high captain",Matthos Seaworth,House Baratheon,19,9,27/05/2012
6431,Season 2,blackwater,"Of course, there are several royal fleets at the moment",Davos Seaworth,House Baratheon,19,9,27/05/2012
6432,Season 2,blackwater,"Not after tonight When the sun rises, Stannis will sit on the Iron Throne and you will be his Hand",Matthos Seaworth,House Baratheon,19,9,27/05/2012
6433,Season 2,blackwater,Gods be good,Davos Seaworth,House Baratheon,19,9,27/05/2012
6434,Season 2,blackwater,"God Father, there is only one and he watches over us",Matthos Seaworth,House Baratheon,19,9,27/05/2012
6435,Season 2,blackwater,But not over them?,Davos Seaworth,House Baratheon,19,9,27/05/2012
6436,Season 2,blackwater,"Over all of us The people of Kings Landing did not choose the false king, Joffrey Baratheon They will be glad to see his head on a spike",Matthos Seaworth,House Baratheon,19,9,27/05/2012
6437,Season 2,blackwater,"Well, first, we have to put it there",Davos Seaworth,House Baratheon,19,9,27/05/2012
6438,Season 2,blackwater,Our ships outnumber theirs 10-to-1,Matthos Seaworth,House Baratheon,19,9,27/05/2012
6439,Season 2,blackwater,"Our army outnumber theirs 5-to-1 Those walls have never been breached, and the men guarding the walls, when they see you, they dont see a liberator, they see a stranger come to set their city on fire",Davos Seaworth,House Baratheon,19,9,27/05/2012
6440,Season 2,blackwater,I have faith in the Lord of Light I have faith in our cause And I have faith in my captain,Matthos Seaworth,House Baratheon,19,9,27/05/2012
6441,Season 2,blackwater,"Are you afraid, my lion?",Shae,Other,19,9,27/05/2012
6442,Season 2,blackwater,"If the city falls, Stannis will burn every Lannister he can find Of course Im afraid",Tyrion Lannister,House Targaryen,19,9,27/05/2012
6443,Season 2,blackwater,I wont let them hurt you,Shae,Other,19,9,27/05/2012
6444,Season 2,blackwater,Im a Lannister I dont have a choice in all this But its not your war,Tyrion Lannister,House Targaryen,19,9,27/05/2012
6445,Season 2,blackwater,It is now,Shae,Other,19,9,27/05/2012
6446,Season 2,blackwater,You cant fuck your way out of everything,Tyrion Lannister,House Targaryen,19,9,27/05/2012
6447,Season 2,blackwater,I have so far Do you remember what you said when you met me in your tent? That I should make love to you like it was your last day on this earth,Shae,Other,19,9,27/05/2012
6448,Season 2,blackwater,"As you know, Your Grace, it is not only the sworn duty of a maester to carry out the wishes of the house he serves, but also to offer guidance and counsel in times of war",Grand Maester Pycelle,House Baratheon,19,9,27/05/2012
6449,Season 2,blackwater,Your words are always wise and measured,Cersei Lannister,House Lannister,19,9,27/05/2012
6450,Season 2,blackwater,"If you could If anything, a maesters duties become more urgent in times of war and turmoil I remember back in the days of King",Grand Maester Pycelle,House Baratheon,19,9,27/05/2012
6451,Season 2,blackwater,You brought me something?,Cersei Lannister,House Lannister,19,9,27/05/2012
6452,Season 2,blackwater,Yes Essence of nightshade is as dangerous as it is efficacious A single drop in a cup of wine suffices to soothe ragged nerves Three drops will bring on a deep and dreamless sleep Ten drops,Grand Maester Pycelle,House Baratheon,19,9,27/05/2012
6453,Season 2,blackwater,I know what ten drops will bring,Cersei Lannister,House Lannister,19,9,27/05/2012
6454,Season 2,blackwater,"Your Grace, if I may ask",Grand Maester Pycelle,House Baratheon,19,9,27/05/2012
6455,Season 2,blackwater,You may not You must have a lot of work to do Im sure many brave men will need your wisdom soon,Cersei Lannister,House Lannister,19,9,27/05/2012
6456,Season 2,blackwater,Yes A siege is very,Grand Maester Pycelle,House Baratheon,19,9,27/05/2012
6457,Season 2,blackwater,"Be careful on the stairs, Grand Maester There are so many",Cersei Lannister,House Lannister,19,9,27/05/2012
6458,Season 2,blackwater,Your Grace,Grand Maester Pycelle,House Baratheon,19,9,27/05/2012
6460,Season 2,blackwater,To the boys,Bronn,House Lannister,19,9,27/05/2012
6462,Season 2,blackwater,Drunk Lannisters,Bronn,House Lannister,19,9,27/05/2012
6464,Season 2,blackwater,Thank you very much,Bronn,House Lannister,19,9,27/05/2012
6466,Season 2,blackwater,"Well, now lets see First time, I was five My mam smacked me with an iron poker",Bronn,House Lannister,19,9,27/05/2012
6468,Season 2,blackwater,It wasnt me she was aiming at She was trying for my little brother Now he was a real pest,Bronn,House Lannister,19,9,27/05/2012
6469,Season 2,blackwater,"Second time, I was nine Got in a scrap with a few older boys They won",Bronn,House Lannister,19,9,27/05/2012
6472,Season 2,blackwater,Dont feel sorry for him Hell be halfway up your arse before the nights through,Bronn,House Lannister,19,9,27/05/2012
6473,Season 2,blackwater,"Welcome, friends This rounds on me",Bronn,House Lannister,19,9,27/05/2012
6474,Season 2,blackwater,I dont think he likes me,Bronn,House Lannister,19,9,27/05/2012
6475,Season 2,blackwater,You think youre a hard man?,Sandor Clegane,Other,19,9,27/05/2012
6476,Season 2,blackwater,I know it,Bronn,House Lannister,19,9,27/05/2012
6477,Season 2,blackwater,Its warm in here Weve got beautiful women and good brown ale Plenty for everyone And all you want is to put one of us in the cold ground with no women to keep us company,Bronn,House Lannister,19,9,27/05/2012
6478,Season 2,blackwater,"Oh, theres women in the ground I put some there myself So have you You like fucking and drinking and singing But killing, killings the thing you love Youre just like me",Sandor Clegane,Other,19,9,27/05/2012
6479,Season 2,blackwater,Only smaller,Sandor Clegane,Other,19,9,27/05/2012
6480,Season 2,blackwater,And quicker Eh?,Bronn,House Lannister,19,9,27/05/2012
6481,Season 2,blackwater,Your Lord Imps going to miss you,Sandor Clegane,Other,19,9,27/05/2012
6482,Season 2,blackwater,Aye I expect he will someday,Bronn,House Lannister,19,9,27/05/2012
6484,Season 2,blackwater,One more drink before the war? Shall we?,Bronn,House Lannister,19,9,27/05/2012
6486,Season 2,blackwater,"Ive always hated the bells They ring for horror A dead king, a city under siege",Varys,House Targaryen,19,9,27/05/2012
6487,Season 2,blackwater,A wedding,Tyrion Lannister,House Targaryen,19,9,27/05/2012
6488,Season 2,blackwater,"Exactly Podrick, is that it?",Varys,House Targaryen,19,9,27/05/2012
6489,Season 2,blackwater,Is that it? Nice touch As if you dont know the name of every boy in town,Tyrion Lannister,House Targaryen,19,9,27/05/2012
6490,Season 2,blackwater,Im not entirely sure what youre suggesting,Varys,House Targaryen,19,9,27/05/2012
6491,Season 2,blackwater,Im entirely sure youre entirely sure what Im suggesting,Tyrion Lannister,House Targaryen,19,9,27/05/2012
6492,Season 2,blackwater,Do you trust him?,Varys,House Targaryen,19,9,27/05/2012
6493,Season 2,blackwater,"Oddly enough, I do",Tyrion Lannister,House Targaryen,19,9,27/05/2012
6494,Season 2,blackwater,Good,Varys,House Targaryen,19,9,27/05/2012
6495,Season 2,blackwater,The map you asked for,Varys,House Targaryen,19,9,27/05/2012
6496,Season 2,blackwater,There must be 20 miles of tunnels beneath the city,Tyrion Lannister,House Targaryen,19,9,27/05/2012
6497,Season 2,blackwater,Closer to 50 The Targaryens built this city to withstand a siege and to provide escape if necessary,Varys,House Targaryen,19,9,27/05/2012
6498,Season 2,blackwater,"Im not escaping Strange as it sounds, Im the captain of the ship, and if the ship goes down, I go with her",Tyrion Lannister,House Targaryen,19,9,27/05/2012
6499,Season 2,blackwater,"That is good to hear Though Im sure many captains say the same while their ship is afloat You look well suited for battle, my lord",Varys,House Targaryen,19,9,27/05/2012
6500,Season 2,blackwater,"Well, Im not",Tyrion Lannister,House Targaryen,19,9,27/05/2012
6501,Season 2,blackwater,"For all our sakes, I hope you are wrong My little birds tell me that Stannis Baratheon has taken up with a red priestess from Asshai",Varys,House Targaryen,19,9,27/05/2012
6502,Season 2,blackwater,What of it?,Tyrion Lannister,House Targaryen,19,9,27/05/2012
6503,Season 2,blackwater,"You dont believe in the old powers, my lord?",Varys,House Targaryen,19,9,27/05/2012
6504,Season 2,blackwater,"Blood spells, curses, shape-shifting What do you think?",Tyrion Lannister,House Targaryen,19,9,27/05/2012
6505,Season 2,blackwater,I think you believe in what you see and in what those you trust have seen You probably dont entirely trust me,Varys,House Targaryen,19,9,27/05/2012
6506,Season 2,blackwater,"Mmm, dont take it personally I dont entirely trust myself",Tyrion Lannister,House Targaryen,19,9,27/05/2012
6507,Season 2,blackwater,"And yet I have seen things and heard things, things you have not, things I wish I had not I dont believe Ive ever told you how I was cut",Varys,House Targaryen,19,9,27/05/2012
6508,Season 2,blackwater,"No, I dont believe you have",Tyrion Lannister,House Targaryen,19,9,27/05/2012
6509,Season 2,blackwater,"One day, I will The dark arts have provided Lord Stannis with his armies and paved his path to our door For a man in service to such powers to sit on the Iron Throne, I can think of nothing worse And tonight, I believe you are the only man who can stop him",Varys,House Targaryen,19,9,27/05/2012
6510,Season 2,blackwater,Theyre welcoming the new king,Matthos Seaworth,House Baratheon,19,9,27/05/2012
6511,Season 2,blackwater,Ive never known bells to mean surrender They want to play music with us? Lets play Drums,Davos Seaworth,House Baratheon,19,9,27/05/2012
6512,Season 2,blackwater,Drums,Matthos Seaworth,House Baratheon,19,9,27/05/2012
6513,Season 2,blackwater,"Remember, wait till the ships",Tyrion Lannister,House Targaryen,19,9,27/05/2012
6514,Season 2,blackwater,The ships are in the bay,Bronn,House Lannister,19,9,27/05/2012
6515,Season 2,blackwater,They must be far enough in,Tyrion Lannister,House Targaryen,19,9,27/05/2012
6516,Season 2,blackwater,I know what in means Do you know how to use that?,Bronn,House Lannister,19,9,27/05/2012
6517,Season 2,blackwater,"I chopped wood once No, I watched my brother chopping wood",Tyrion Lannister,House Targaryen,19,9,27/05/2012
